date	twee_rel	vier_rel	vijf_rel	tien_rel
1977-12-31	0.15733333333333333	0.050666666666666665	0.052	0.08
1978-12-31	0.11637347767253045	0.06901217861975643	0.04871447902571042	0.09607577807848444
1979-12-31	0.15505913272010513	0.03679369250985545	0.035479632063074903	0.09461235216819974
1980-12-31	0.1515601783060921	0.0713224368499257	0.0475482912332838	0.08469539375928678
1981-12-31	0.15339233038348082	0.030973451327433628	0.05309734513274336	0.10471976401179942
1982-12-31	0.14035087719298245	0.05668016194331984	0.04723346828609987	0.10256410256410256
1983-12-31	0.12890094979647218	0.010854816824966078	0.052917232021709636	0.10583446404341927
1984-12-31	0.1398354876615746	0.07520564042303172	0.02702702702702703	0.09283196239717979
1985-12-31	0.12640801001251564	0.04755944931163955	0.03754693366708386	0.08886107634543179
1986-12-31	0.11589008363201912	0.05734767025089606	0.04181600955794504	0.0955794504181601
1987-12-31	0.13725490196078433	0.04728950403690888	0.0265282583621684	0.104959630911188
1988-12-31	0.148	0.068	0.048	0.102
1989-12-31	0.14427860696517414	0.03980099502487562	0.04228855721393035	0.09950248756218906
