date	twee_pertrigrams	drie_pertrigrams	vier_pertrigrams	vijf_pertrigrams	zes_pertrigrams	zeven_pertrigrams	acht_pertrigrams	negen_pertrigrams	tien_pertrigrams	elf_pertrigrams	twaalf_pertrigrams	dertien_pertrigrams	veertien_pertrigrams	vijftien_pertrigrams	zestien_pertrigrams	zeventien_pertrigrams	achttien_pertrigrams	negentien_pertrigrams	twintig_pertrigrams	dertig_pertrigrams	veertig_pertrigrams	vijftig_pertrigrams	zestig_pertrigrams	zeventig_pertrigrams	tachtig_pertrigrams	negentig_pertrigrams	honderd_pertrigrams	honderdtien_pertrigrams	honderdtwintig_pertrigrams	honderddertig_pertrigrams	honderdveertig_pertrigrams	honderdvijftig_pertrigrams	honderdzestig_pertrigrams	honderdzeventig_pertrigrams	honderdtachtig_pertrigrams	honderdnegentig_pertrigrams	tweehonderd_pertrigrams
1973-12-31	2.845712128393472e-05	1.233141922303838e-05	9.485707094644907e-06	1.1699038750062052e-05	4.42666331083429e-06	5.691424256786945e-06	3.4780926013697993e-06	9.485707094644907e-07	1.4860941114943688e-05	1.2647609459526544e-06	9.485707094644907e-07	0.0	9.485707094644907e-07	2.213331655417145e-06	3.161902364881636e-07	9.485707094644907e-07	6.323804729763272e-07	0.0	5.691424256786945e-06	3.1619023648816358e-06	9.485707094644907e-07	2.213331655417145e-06	3.161902364881636e-07	9.485707094644907e-07	0.0	0.0	1.8971414189289814e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1974-12-31	2.4470605811704483e-05	1.4811156149189556e-05	1.2235302905852242e-05	1.1913321250435078e-05	3.863779865005971e-06	3.5417982095888068e-06	2.8978348987544783e-06	2.2538715879201498e-06	1.4811156149189556e-05	1.287926621668657e-06	3.2198165541716425e-07	3.2198165541716425e-07	6.439633108343285e-07	2.575853243337314e-06	9.659449662514928e-07	9.659449662514928e-07	3.2198165541716425e-07	3.2198165541716425e-07	4.829724831257464e-06	4.5077431758402995e-06	3.863779865005971e-06	1.9318899325029855e-06	6.439633108343285e-07	3.2198165541716425e-07	0.0	0.0	1.287926621668657e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2198165541716425e-07
1975-12-31	3.488610977237459e-05	1.5181918141681536e-05	1.0013605582811227e-05	1.1951722792387592e-05	6.460390698587887e-06	3.2301953492939437e-06	4.522273489011521e-06	9.690586047881832e-07	2.0027211165622453e-05	1.2920781397175776e-06	2.9071758143645495e-06	9.690586047881832e-07	0.0	2.2611367445057605e-06	3.230195349293944e-07	3.230195349293944e-07	6.460390698587888e-07	3.230195349293944e-07	5.16831255887031e-06	3.876234419152733e-06	1.2920781397175776e-06	1.2920781397175776e-06	1.2920781397175776e-06	3.230195349293944e-07	0.0	0.0	2.2611367445057605e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1976-12-31	3.50754121360926e-05	1.2955782861079248e-05	1.485175108465182e-05	1.6431724604295632e-05	5.6879046707177185e-06	2.211962927501335e-06	2.8439523353588593e-06	1.5799735196438108e-06	1.5799735196438107e-05	2.8439523353588593e-06	9.479841117862864e-07	3.159947039287622e-07	9.479841117862864e-07	3.475941743216384e-06	1.2639788157150487e-06	0.0	0.0	0.0	5.371909966788956e-06	1.5799735196438108e-06	6.319894078575244e-07	3.1599470392876216e-06	0.0	3.159947039287622e-07	0.0	0.0	3.475941743216384e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1977-12-31	3.823902539971028e-05	1.8637508178010053e-05	1.2210781220075553e-05	1.574548104693953e-05	7.3907360016246765e-06	6.7480633058312265e-06	2.5706907831738005e-06	9.640090436901752e-07	1.9280180873803506e-05	6.426726957934501e-07	2.8920271310705255e-06	1.6066817394836253e-06	3.2133634789672506e-07	1.2853453915869003e-06	3.2133634789672506e-07	6.426726957934501e-07	0.0	3.2133634789672506e-07	4.498708870554151e-06	3.2133634789672505e-06	1.2853453915869003e-06	1.9280180873803505e-06	0.0	6.426726957934501e-07	0.0	0.0	1.9280180873803505e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2133634789672506e-07
1978-12-31	2.650567652965492e-05	1.725951029837995e-05	1.5718482593167452e-05	1.695130475733745e-05	3.698466492509989e-06	3.39026095146749e-06	4.931288656679985e-06	3.0820554104249907e-06	2.1882593414017433e-05	1.2328221641699963e-06	9.246166231274973e-07	2.4656443283399927e-06	6.164110820849982e-07	4.623083115637486e-06	0.0	3.082055410424991e-07	0.0	1.2328221641699963e-06	5.239494197722484e-06	3.0820554104249907e-06	9.246166231274973e-07	1.2328221641699963e-06	9.246166231274973e-07	9.246166231274973e-07	3.082055410424991e-07	0.0	2.4656443283399927e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1979-12-31	3.6256317663352837e-05	1.6315342948508776e-05	8.459807454782329e-06	1.4502527065341136e-05	5.7405836300308666e-06	4.2299037273911645e-06	4.2299037273911645e-06	1.2085439221117614e-06	2.1753790598011703e-05	9.06407941583821e-07	3.0213598052794033e-06	1.5106799026397017e-06	6.042719610558807e-07	3.625631766335284e-06	9.06407941583821e-07	1.5106799026397017e-06	0.0	0.0	8.76194343531027e-06	3.0213598052794033e-06	1.2085439221117614e-06	2.719223824751463e-06	9.06407941583821e-07	0.0	3.0213598052794034e-07	0.0	4.5320397079191046e-06	0.0	0.0	0.0	0.0	6.042719610558807e-07	0.0	0.0	0.0	0.0	6.042719610558807e-07
1980-12-31	3.250780506025417e-05	1.5297790616590197e-05	1.5297790616590197e-05	1.3066862818337461e-05	4.461855596505474e-06	3.1870397117896248e-06	2.8683357406106622e-06	1.9122238270737747e-06	1.816612635720086e-05	9.561119135368873e-07	1.2748158847158499e-06	3.1870397117896246e-07	3.1870397117896246e-07	2.5496317694316997e-06	3.1870397117896246e-07	0.0	3.1870397117896246e-07	3.1870397117896246e-07	4.461855596505474e-06	1.9122238270737747e-06	9.561119135368873e-07	3.1870397117896246e-07	6.374079423579249e-07	0.0	0.0	0.0	2.230927798252737e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1981-12-31	3.520537643097282e-05	1.6093886368444716e-05	7.041075286194564e-06	1.7099754266472512e-05	3.688182292768581e-06	4.358760891453778e-06	4.694050190796376e-06	2.347025095398188e-06	2.380554025332448e-05	2.347025095398188e-06	2.6823143947407863e-06	1.3411571973703931e-06	0.0	3.688182292768581e-06	1.3411571973703931e-06	0.0	6.705785986851966e-07	3.352892993425983e-07	4.694050190796376e-06	1.6764464967129913e-06	2.0117357960555895e-06	1.3411571973703931e-06	3.352892993425983e-07	0.0	6.705785986851966e-07	0.0	4.358760891453778e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.352892993425983e-07
1982-12-31	3.326433360134882e-05	1.4572946149162341e-05	1.330573344053953e-05	1.6156962034940855e-05	6.019260365958358e-06	3.4848349487127336e-06	1.9008190629342185e-06	1.9008190629342185e-06	2.407704146383343e-05	9.504095314671092e-07	1.5840158857785153e-06	1.2672127086228122e-06	3.1680317715570304e-07	3.1680317715570306e-06	1.2672127086228122e-06	3.1680317715570304e-07	0.0	3.1680317715570304e-07	7.603276251736874e-06	3.801638125868437e-06	1.9008190629342185e-06	1.9008190629342185e-06	0.0	3.1680317715570304e-07	3.1680317715570304e-07	0.0	3.4848349487127336e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1680317715570304e-07
1983-12-31	3.160757082784138e-05	1.5966711036744615e-05	2.6068099651827946e-06	1.955107473887096e-05	7.168727404252685e-06	4.236066193422041e-06	6.191173667309137e-06	2.6068099651827946e-06	2.5416397160532247e-05	6.517024912956986e-07	1.6292562282392464e-06	3.258512456478493e-07	6.517024912956986e-07	4.56191743906989e-06	1.3034049825913973e-06	3.258512456478493e-07	9.77553736943548e-07	0.0	1.0101388615083329e-05	4.236066193422041e-06	9.77553736943548e-07	2.280958719534945e-06	3.258512456478493e-07	3.258512456478493e-07	0.0	0.0	4.56191743906989e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.517024912956986e-07
1984-12-31	3.448278859703442e-05	1.5647651968402176e-05	1.854536529588406e-05	1.3039709973668479e-05	6.954511985956522e-06	5.215883989467392e-06	7.534054651452899e-06	8.693139982445652e-07	2.2891935287106885e-05	8.693139982445652e-07	2.8977133274818842e-06	8.693139982445652e-07	8.693139982445652e-07	3.7670273257264494e-06	2.8977133274818843e-07	8.693139982445652e-07	2.8977133274818843e-07	0.0	8.403368649697465e-06	2.8977133274818842e-06	3.477255992978261e-06	2.607941994733696e-06	0.0	5.795426654963769e-07	8.693139982445652e-07	0.0	1.7386279964891305e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1985-12-31	2.944583798957675e-05	1.2702126191582128e-05	1.09700180745482e-05	1.4722918994788375e-05	4.6189549787571374e-06	4.907639664929459e-06	4.041585606412495e-06	1.1547387446892844e-06	2.0496612718234797e-05	2.3094774893785687e-06	2.0207928032062475e-06	1.1547387446892844e-06	1.1547387446892844e-06	3.752900920240174e-06	8.660540585169632e-07	2.886846861723211e-07	2.886846861723211e-07	5.773693723446422e-07	7.505801840480348e-06	5.19632435110178e-06	7.217117154308027e-06	2.3094774893785687e-06	8.660540585169632e-07	2.886846861723211e-07	0.0	0.0	4.041585606412495e-06	0.0	0.0	0.0	0.0	2.886846861723211e-07	0.0	0.0	0.0	0.0	2.886846861723211e-07
1986-12-31	2.829358798705697e-05	1.714762908306483e-05	1.3718103266451864e-05	1.5432866174758346e-05	8.573814541532415e-06	4.286907270766207e-06	4.572701088817288e-06	2.286350544408644e-06	2.286350544408644e-05	8.573814541532415e-07	2.0005567263575634e-06	5.71587636102161e-07	2.0005567263575634e-06	2.857938180510805e-06	2.857938180510805e-07	8.573814541532415e-07	0.0	0.0	7.144845451277012e-06	2.857938180510805e-06	8.573814541532415e-07	2.5721443624597247e-06	5.71587636102161e-07	2.857938180510805e-07	0.0	0.0	2.5721443624597247e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.71587636102161e-07
1987-12-31	3.396576647007092e-05	1.2737162426276597e-05	1.1604970210607566e-05	1.2737162426276597e-05	3.6796247009243502e-06	7.925345509683216e-06	4.245720808758865e-06	4.528768862676123e-06	2.575737290647045e-05	5.660961078345154e-07	1.4152402695862886e-06	1.1321922156690308e-06	5.660961078345154e-07	3.6796247009243502e-06	0.0	8.491441617517731e-07	5.660961078345154e-07	8.491441617517731e-07	9.906681887104019e-06	4.245720808758865e-06	4.528768862676123e-06	2.5474324852553194e-06	2.830480539172577e-07	0.0	2.830480539172577e-07	0.0	4.245720808758865e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.830480539172577e-07
1988-12-31	4.031214675800455e-05	2.070083211897531e-05	1.852179715908317e-05	1.9066555899056205e-05	3.2685524398382067e-06	7.626622359622482e-06	5.992346139703379e-06	1.6342762199191034e-06	2.7782695738624755e-05	1.6342762199191034e-06	2.7237936998651724e-06	1.6342762199191034e-06	2.179034959892138e-06	3.813311179811241e-06	1.089517479946069e-06	0.0	1.089517479946069e-06	0.0	7.626622359622482e-06	3.813311179811241e-06	2.179034959892138e-06	2.179034959892138e-06	0.0	1.6342762199191034e-06	1.089517479946069e-06	0.0	3.2685524398382067e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1989-12-31	3.531734399446224e-05	1.177244799815408e-05	9.417958398523264e-06	1.883591679704653e-05	7.652091198800152e-06	1.765867199723112e-06	4.120356799353928e-06	1.765867199723112e-06	2.354489599630816e-05	1.765867199723112e-06	1.765867199723112e-06	0.0	0.0	4.708979199261632e-06	5.88622399907704e-07	0.0	5.88622399907704e-07	5.88622399907704e-07	5.88622399907704e-06	5.88622399907704e-06	1.765867199723112e-06	4.120356799353928e-06	5.88622399907704e-07	0.0	0.0	0.0	5.88622399907704e-06	0.0	0.0	0.0	0.0	0.0	5.88622399907704e-07	0.0	0.0	0.0	1.177244799815408e-06
